source_id,destination_id,source,destination,delay_ratio,breach_rate,trip_count,route_type,median_distance
IND362150AAA,IND362001AAA,Talala_SsnRdDPP_D (Gujarat),Junagadh_DPC (Gujarat),1.5555555555555556,0.8,40,Carting,10.968499999999999
IND363641AAA,IND360002AAB,Morbi_DC (Gujarat),Rajkot_PedakRd_P (Gujarat),1.5555555555555556,0.8571428571428571,7,Carting,10.8174
IND000000AEM,IND110064AAB,Gurgaon_Bilaspur_RP (Haryana),KN_RPC (Delhi),1.5555555555555556,0.8,65,Carting,10.0844
IND000000ACB,IND110043AAC,Gurgaon_Bilaspur_HB (Haryana),Delhi_Nangli_L (Delhi),1.5555555555555556,0.9777777777777777,45,Carting,13.7966
IND532440AAA,IND532001AAB,Palakonda_VadaiDPP_D (Andhra Pradesh),Srikakulam_Kuslpram_I (Andhra Pradesh),1.554945054945055,1.0,22,FTL,20.873400000000004
IND285001AAD,IND285205AAB,Orai_Ajnari_D (Uttar Pradesh),Konch_Central_D_2 (Uttar Pradesh),1.554945054945055,0.7857142857142857,28,FTL,14.882649999999998
IND384355AAB,IND385001AAA,Vadnagar_BsstdDPP_D (Gujarat),Palanpur_DC (Gujarat),1.5538461538461539,0.7368421052631579,19,FTL,29.0046
IND577002AAA,IND580028AAA,Davangere_Central_I_1 (Karnataka),Hubli_Adargchi_IP (Karnataka),1.5527777777777778,0.9545454545454546,66,FTL,24.470100000000002
IND521225AAB,IND501359AAE,Vijayawada_Rynapadu_H (Andhra Pradesh),Hyderabad_Shamshbd_H (Telangana),1.5513784461152882,0.9027777777777778,72,FTL,26.87865
IND501359AAE,IND500008AAC,Hyderabad_Shamshbd_H (Telangana),Hyderabad_Tolichwk_I (Telangana),1.5505050505050506,1.0,28,Carting,13.873750000000001
IND390022AAA,IND382430AAB,Vadodara_Karelibaug_DPC (Gujarat),Ahmedabad_East_H_1 (Gujarat),1.55,0.9696969696969697,33,FTL,24.6716
IND721134AAB,IND712310AAE,Kolaghat_Central_DPP_2 (West Bengal),Kolkata_North_I_4 (West Bengal),1.55,1.0,4,Carting,7.491499999999999
IND360575AAA,IND360510AAB,Porbandar_DC (Gujarat),Bhanvad_Mainroad_D (Gujarat),1.55,0.8333333333333334,30,Carting,14.36
IND673104AAA,IND673506AAA,Vadakara_Mandodi_D (Kerala),Kallachi_ZamQuatr_D (Kerala),1.55,0.75,24,Carting,8.8904
IND623315AAB,IND614620AAA,Oriyur_Vllyaprm_D (Tamil Nadu),Manamelkudi_TmpleSrt_D (Tamil Nadu),1.55,0.7083333333333334,48,Carting,9.9207
IND276128AAA,IND276305AAA,Azamgarh_ChtwrDPP_D (Uttar Pradesh),Saraimeer_MsmcyDPP_D (Uttar Pradesh),1.5483193277310923,1.0,6,FTL,19.86105
IND140401AAA,IND142401AAA,Rajpura_DC (Punjab),Khanna_DC (Punjab),1.5479166666666666,1.0,6,FTL,22.2345
IND562132AAA,IND577501AAA,Bangalore_Nelmngla_H (Karnataka),Chitradurga_DC (Karnataka),1.5479166666666666,0.75,8,FTL,24.28455
IND515801AAA,IND515865AAB,Guntakal_Verpatem_D (Andhra Pradesh),Rayadurgam_RailGate_D (Andhra Pradesh),1.5469208211143695,0.8269230769230769,52,FTL,24.724899999999998
IND585314AAA,IND586211AAA,Aland_RazaviRd_D (Karnataka),Indi_SindgiRD_D (Karnataka),1.5454545454545454,0.7777777777777778,27,Carting,10.165
IND140901AAA,IND160002AAC,Chandigarh_Mullanpr_DC (Chandigarh),Chandigarh_Mehmdpur_H (Punjab),1.5454545454545454,0.5789473684210527,57,Carting,9.5939
IND591123AAC,IND587103AAB,Ramdurg_GndhiNGR_D (Karnataka),Bagalkot_Sector4_D (Karnataka),1.5454545454545454,0.9354838709677419,31,FTL,30.7889
IND403507AAB,IND403726AAB,Goa_Mapusa (Goa),Goa_ZuariNgr_IP (Goa),1.5454545454545454,0.6666666666666666,3,Carting,11.7875
IND518002AAA,IND509124AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),JoguGadwal_ColctrOf_D (Telangana),1.5454545454545454,0.8888888888888888,9,FTL,24.5448
IND122004AAA,IND000000ACB,Gurgaon_Begumpur_CP (Haryana),Gurgaon_Bilaspur_HB (Haryana),1.5454545454545454,1.0,3,Carting,11.1439
IND243001AAA,IND244901AAB,Bareilly_Central_D_2 (Uttar Pradesh),Rampur_RoshnBgh_I (Uttar Pradesh),1.5454545454545454,1.0,3,FTL,28.163
IND503111AAC,IND501359AAE,Kamareddy_Devenply_I (Telangana),Hyderabad_Shamshbd_H (Telangana),1.5444444444444445,0.8589743589743589,78,FTL,28.24405
IND626123AAA,IND627756AAA,Sivakasi_Msstreet_DC (Tamil Nadu),Sankaran_Kovil_D (Tamil Nadu),1.542997542997543,1.0,24,FTL,30.9182
IND142001AAB,IND151001AAA,Moga_DPC (Punjab),Bhatinda_DPC (Punjab),1.5416666666666667,0.75,4,FTL,23.754
IND814133AAA,IND816109AAA,Godda_PushPlza_D (Jharkhand),Sahebganj_BaraLoha_D (Jharkhand),1.5416666666666667,0.6666666666666666,3,FTL,26.3661
IND562132AAA,IND560078AAC,Bangalore_Nelmngla_H (Karnataka),BLR_JPNagar_Pc (Karnataka),1.5384615384615385,0.746031746031746,63,Carting,13.2877
IND184104AAA,IND181152AAA,Kathua_BOB_D (Jammu & Kashmir),Jammu_TrnptNgr_L (Jammu & Kashmir),1.5384615384615385,0.7142857142857143,7,FTL,26.0869
IND584101AAA,IND509124AAA,Raichur_LSRoad_DC (Karnataka),JoguGadwal_ColctrOf_D (Telangana),1.5384615384615385,1.0,27,FTL,22.6991
IND560048AAB,IND560099AAB,Bengaluru_Hoodi_IP (Karnataka),Bengaluru_Bomsndra_HB (Karnataka),1.5384615384615385,0.6222222222222222,45,Carting,12.78
IND332713AAA,IND332715AAB,NeemKaThana_War5DPP_D (Rajasthan),Shrimadhopur_RLSTNDPP_D (Rajasthan),1.5365612648221343,1.0,2,FTL,37.0627
IND247554AAA,IND248001AAD,Deoband_Ramvlg_D (Uttar Pradesh),Dehradun_Nirjanpur_L (Uttarakhand),1.5357142857142856,0.75,8,FTL,25.655099999999997
IND854326AAB,IND854311AAA,Purnia_Central_H_2 (Bihar),Araria_Wardn13_D (Bihar),1.5339366515837103,0.9642857142857143,28,FTL,21.5263
IND395023AAA,IND382430AAB,Surat_HUB (Gujarat),Ahmedabad_East_H_1 (Gujarat),1.5333333333333334,0.8936170212765957,141,FTL,25.3062
IND160002AAC,IND151001AAA,Chandigarh_Mehmdpur_H (Punjab),Bhatinda_DPC (Punjab),1.5333333333333334,0.8865979381443299,97,FTL,25.016
IND335701AAA,IND335051AAA,Anupgarh_PrmNrDPP_D (Rajasthan),RaisingNgr_BisnolDPP_D (Rajasthan),1.5333333333333332,0.6666666666666666,6,Carting,11.8083
IND530012AAA,IND531162AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),Vishakhapatnam (Andhra Pradesh),1.5317460317460316,0.5833333333333334,12,Carting,8.042449999999999
IND826004AAA,IND209304AAA,Dhanbad_Kalynpur_I (Jharkhand),Kanpur_Central_H_6 (Uttar Pradesh),1.5313725490196077,0.78125,96,FTL,24.668300000000002
IND480001AAA,IND480661AAA,Chhindwara_NagpurRd_D (Madhya Pradesh),Seoni_Kidwai_D (Madhya Pradesh),1.5313725490196077,0.8888888888888888,18,FTL,24.6493
IND342005AAD,IND344022AAB,Jodhpur_Basni_I (Rajasthan),Balotra_BsnoiHPL_D (Rajasthan),1.53125,0.9285714285714286,14,FTL,24.37565
IND303108AAB,IND303106AAA,Kotputli_LXngrDPP_D (Rajasthan),Paota_SmClyDPP_D (Rajasthan),1.53125,0.9166666666666666,12,FTL,22.0531
IND421302AAG,IND562132AAA,Bhiwandi_Mankoli_HB (Maharashtra),Bangalore_Nelmngla_H (Karnataka),1.5294117647058822,0.8856416772554002,787,FTL,24.6255
IND560043AAC,IND560064AAA,HBR Layout PC (Karnataka),Bengaluru_NwYlhnka_DC (Karnataka),1.5294117647058822,0.8461538461538461,39,Carting,12.8184
IND600056AAB,IND524003AAA,MAA_Poonamallee_HB (Tamil Nadu),Nellore_DC (Andhra Pradesh),1.5294117647058822,0.979381443298969,97,FTL,25.2673
IND416012AAA,IND395023AAA,Kolhapur_Shivaji_I (Maharashtra),Surat_HUB (Gujarat),1.5294117647058822,0.8,310,FTL,24.98525
IND000000ACB,IND834002AAB,Gurgaon_Bilaspur_HB (Haryana),Ranchi_Hub (Jharkhand),1.5294117647058822,0.8423645320197044,406,FTL,26.951999999999998
IND577401AAA,IND562132AAA,Sagara_Vardhard_D (Karnataka),Bangalore_Nelmngla_H (Karnataka),1.5294117647058822,0.6923076923076923,13,FTL,25.9983
IND530012AAA,IND751002AAB,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),Bhubaneshwar_Hub (Orissa),1.5294117647058822,0.8070175438596491,57,FTL,25.2094
IND524003AAA,IND501359AAE,Nellore_DC (Andhra Pradesh),Hyderabad_Shamshbd_H (Telangana),1.5294117647058822,0.919831223628692,237,FTL,28.4842
IND000000ACB,IND302022AAD,Gurgaon_Bilaspur_HB (Haryana),Jaipur_RIICO_L (Rajasthan),1.5294117647058822,0.832,125,FTL,24.9241
IND521225AAB,IND521201AAA,Vijayawada_Rynapadu_H (Andhra Pradesh),Nuzvid_Ward17_D (Andhra Pradesh),1.5292307692307694,1.0,30,FTL,26.22635
IND501141AAA,IND501101AAB,Tandur_SnthiNGR_D (Telangana),Vikarabad_Central_DPP_2 (Telangana),1.5277777777777777,0.875,16,Carting,10.1491
IND391110AAD,IND390022AAA,Dabhoi_Central_DPP_3 (Gujarat),Vadodara_Karelibaug_DPC (Gujarat),1.5277777777777777,0.75,4,Carting,9.7569
IND000000ACT,IND131028AAB,Delhi_Gateway_HB (Delhi),Sonipat_Kundli_H (Haryana),1.526610644257703,0.6838235294117647,136,Carting,10.97975
IND562132AAA,IND411033AAA,Bangalore_Nelmngla_H (Karnataka),Pune_Tathawde_H (Maharashtra),1.5263157894736843,0.8897058823529411,272,FTL,24.212
IND509301AAA,IND501359AAE,Jadcherla_Badeplly_D (Telangana),Hyderabad_Shamshbd_H (Telangana),1.5263157894736843,0.8461538461538461,39,FTL,24.1776
IND247554AAA,IND248001AAA,Deoband_Ramvlg_D (Uttar Pradesh),Dehradun (Uttarakhand),1.5263157894736843,0.75,36,FTL,25.3303
IND504251AAA,IND504296AAA,Bellmpalli_BasthDPP_D (Telangana),Kaghaznagar_Central_DPP_1 (Telangana),1.5257936507936507,0.5,6,FTL,19.67205
IND125005AAA,IND000000ACB,Hisar_IndstlAr_I (Haryana),Gurgaon_Bilaspur_HB (Haryana),1.5238095238095237,0.8,35,FTL,23.8908
IND244221AAA,IND131028AAB,Amroha_SamitiRd_D (Uttar Pradesh),Sonipat_Kundli_H (Haryana),1.5238095238095237,0.8314606741573034,89,FTL,27.4888
IND722143AAB,IND723133AAA,Mejia_Central_D_1 (West Bengal),Rghunthpur_barkarRd_D (West Bengal),1.5238095238095237,0.8333333333333334,18,FTL,22.8253
IND305624AAA,IND305404AAA,Bijainagar_Central_DPP_1 (Rajasthan),Kekri_LxmntDPP_D (Rajasthan),1.5232142857142859,0.6666666666666666,12,FTL,27.76605
IND676509AAA,IND679322AAA,Malappuram_Munduprm_D (Kerala),Printhlmna_EmsPnmbi_D (Kerala),1.5227272727272727,1.0,6,Carting,10.03615
IND515134AAA,IND515591AAA,Puttaprthi_Gokulam_D (Andhra Pradesh),Kadiri_GVManu_D (Andhra Pradesh),1.5218487394957982,1.0,12,FTL,22.450450000000004
IND632402AAA,IND631102AAA,Ranipet_MBTRd_DC (Tamil Nadu),Sholinghur_ArkonmRD_D (Tamil Nadu),1.5217391304347827,0.8125,16,FTL,25.5599
IND560099AAB,IND560300AAA,Bengaluru_Bomsndra_HB (Karnataka),Bengaluru_KGAirprt_HB (Karnataka),1.5217391304347827,0.6839506172839506,405,Carting,11.9587
IND624202AAA,IND625218AAA,Batlagundu_RTOofice_D (Tamil Nadu),Vadipatti_lalaNGR_D (Tamil Nadu),1.5217391304347827,1.0,10,FTL,25.4703
IND562132AAA,IND395023AAA,Bangalore_Nelmngla_H (Karnataka),Surat_HUB (Gujarat),1.5217391304347827,0.851063829787234,47,FTL,25.0039
IND160002AAC,IND174001AAA,Chandigarh_Mehmdpur_H (Punjab),BilaspurHP_Indsarea_D (Himachal Pradesh),1.52,0.7450980392156863,51,FTL,29.4947
IND502220AAC,IND501359AAE,Zahirabad_Mohim_D (Telangana),Hyderabad_Shamshbd_H (Telangana),1.52,0.6266666666666667,75,FTL,32.9676
IND465669AAB,IND465683AAA,Narsinghgarh_Central_D_1 (Madhya Pradesh),Pachore_Shop3DPP_D (Madhya Pradesh),1.52,0.9523809523809523,21,FTL,26.349
IND110037AAM,IND202001AAB,Delhi_Airport_H (Delhi),Aligarh_KhirByps_I (Uttar Pradesh),1.52,0.8448275862068966,116,FTL,24.5556
IND532222AAA,IND532001AAB,Palasa_Central_DPP_1 (Andhra Pradesh),Srikakulam_Kuslpram_I (Andhra Pradesh),1.5198711063372716,1.0,4,FTL,32.061099999999996
IND562132AAA,IND683511AAA,Bangalore_Nelmngla_H (Karnataka),Aluva_Peedika_H (Kerala),1.5195681511470984,0.8214285714285714,28,FTL,30.8947
IND203131AAA,IND203135AAA,Khurja_Pnjbiyon_D (Uttar Pradesh),Jewar_SJRoad_D (Uttar Pradesh),1.5192592592592593,0.8181818181818182,22,FTL,18.095
IND591201AAA,IND591304AAA,Chikodi_IndraNgr_D (Karnataka),Athani_VikrmMah_D (Karnataka),1.5191304347826087,0.8333333333333334,24,FTL,25.546349999999997
IND683511AAA,IND000000ADM,Aluva_Peedika_H (Kerala),Cochin_Kdvantra_D (Kerala),1.519047619047619,0.7,20,Carting,10.384799999999998
IND000000ACB,IND124103AAA,Gurgaon_Bilaspur_HB (Haryana),Jhajjar_DC (Haryana),1.5185185185185186,0.9523809523809523,21,FTL,24.9787
IND509124AAA,IND584101AAA,JoguGadwal_ColctrOf_D (Telangana),Raichur_LSRoad_DC (Karnataka),1.517777777777778,1.0,6,FTL,22.24575
IND160102AAD,IND160002AAD,Chandigarh_Raiprkln_C (Chandigarh),Chandigarh_Mehmdpur_P (Punjab),1.5166666666666666,0.75,12,Carting,10.2623
IND423105AAA,IND423106AAA,Malegaon_Rawlgaon_D (Maharashtra),Manmad_Malegaon_D (Maharashtra),1.5152173913043478,0.5,2,FTL,18.4153
IND614616AAA,IND630002AAA,Aranthangi_HsptlRod_D (Tamil Nadu),Karaikudi_Sbrmnprm_D (Tamil Nadu),1.5151515151515151,1.0,20,FTL,31.09305
IND504201AAA,IND505184AAC,Chinnur_AsnsdhRD_D (Telangana),Manthani_Chaitnya_D (Telangana),1.5148741418764302,0.625,8,FTL,29.80175
IND562132AAA,IND501359AAE,Bangalore_Nelmngla_H (Karnataka),Hyderabad_Shamshbd_H (Telangana),1.5147058823529411,0.8863636363636364,44,FTL,24.8889
IND501359AAE,IND515004AAA,Hyderabad_Shamshbd_H (Telangana),Anantapur_KamaStrt_I (Andhra Pradesh),1.5147058823529411,0.8492063492063492,126,FTL,24.966900000000003
IND811399AAA,IND209304AAA,Noida_Sector02_C (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),1.513157894736842,0.8627450980392157,102,FTL,25.63505
IND756019AAA,IND756032AAA,Balasore_Ganeshwr_D (Orissa),Jaleswar_NaturDPP_D (Orissa),1.5130718954248366,1.0,2,FTL,25.4385
IND574239AAA,IND574221AAA,Sullia_Srirampt_D (Karnataka),Kadaba_AnugrDPP_D (Karnataka),1.5128205128205128,1.0,7,FTL,33.2592
IND509203AAA,IND509301AAA,Bijnapally_nagar_D (Telangana),Jadcherla_Badeplly_D (Telangana),1.5119047619047619,0.9642857142857143,28,FTL,14.492900000000002
IND144001AAB,IND143001AAA,Jalandhar_DPC (Punjab),Amritsar_DPC (Punjab),1.5119047619047619,0.8125,48,FTL,22.81205
IND518002AAA,IND518501AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),Nandyal_SrnvsNgr_D (Andhra Pradesh),1.5119047619047619,0.8333333333333334,42,FTL,25.88875
IND563101AAB,IND563125AAB,Kolar_Ambedkar_D (Karnataka),Chintamani_Central_D_2 (Karnataka),1.5050505050505052,1.0,4,Carting,9.925650000000001
IND562132AAA,IND577598AAC,Bangalore_Nelmngla_H (Karnataka),Hiriyur_TahurDPP_D (Karnataka),1.5,0.9333333333333333,60,FTL,23.99975
IND562132AAA,IND573201AAB,Bangalore_Nelmngla_H (Karnataka),Hassan_Pandrnga_I (Karnataka),1.5,0.7857142857142857,112,FTL,24.24635
IND471001AAA,IND472001AAA,Chhatarpur_Busstand_D (Madhya Pradesh),Tikamgarh_MndiRoad_D (Madhya Pradesh),1.5,1.0,24,FTL,25.64945
IND562132AAA,IND560300AAA,Bangalore_Nelmngla_H (Karnataka),Bengaluru_KGAirprt_HB (Karnataka),1.5,0.7519181585677749,391,Carting,11.6821
IND781018AAB,IND781022AAA,Guwahati_Hub (Assam),Guwahati_Sixmile (Assam),1.5,0.5714285714285714,14,Carting,20.2428
IND638657AAA,IND638701AAA,Dharapuram_Techrcly_D (Tamil Nadu),Kangayam_Thvlrsrt_D (Tamil Nadu),1.5,0.7441860465116279,43,Carting,9.5736
IND000000ADV,IND600044AAC,Chennai_Mdhavram_C (Tamil Nadu),Chennai_Chrompet_PC (Tamil Nadu),1.5,0.9318181818181818,44,Carting,13.3102
IND000000ACA,IND142001AAB,Ludhiana_MilrGanj_HB (Punjab),Moga_DPC (Punjab),1.5,0.90625,32,FTL,22.734099999999998
IND561203AAB,IND562101AAA,Doddablpur_ChikaDPP_D (Karnataka),Chikblapur_ShntiSgr_D (Karnataka),1.5,0.9629629629629629,27,Carting,9.5957
IND273155AAA,IND273303AAA,Anandnagar_LohiaDPP_D (Uttar Pradesh),Maharajganj_PakriDPP_D (Uttar Pradesh),1.5,0.6666666666666666,3,Carting,9.2647
IND203135AAA,IND203396AAB,Jewar_SJRoad_D (Uttar Pradesh),Pahasu_Kanongyn_D (Uttar Pradesh),1.5,0.9259259259259259,27,FTL,24.8405
IND411033AAA,IND501359AAE,Pune_Tathawde_H (Maharashtra),Hyderabad_Shamshbd_H (Telangana),1.5,0.7756653992395437,263,FTL,24.6012
IND842001AAA,IND843320AAA,Muzaffrpur_Bbganj_I (Bihar),Pupri_SngihiRD_D (Bihar),1.5,1.0,3,FTL,30.7498
IND614602AAA,IND614804AAA,Pattukotai_anthniyr_D (Tamil Nadu),Peravurani_SH71_D (Tamil Nadu),1.5,1.0,11,FTL,22.6755
IND733129AAB,IND733129AAA,Kaliyaganj_Central_DPP_1 (West Bengal),Kaliyaganj_FatprDPP_D (West Bengal),1.5,0.6,5,Carting,11.1034
IND000000ACB,IND562132AAA,Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),1.5,0.8033573141486811,3336,FTL,27.06185
IND581303AAA,IND581400AAB,Karwar_Central_D_1 (Karnataka),Mallapur_ShtDRDPP_D (Karnataka),1.5,0.7083333333333334,24,FTL,17.7113
IND501359AAE,IND562132AAA,Hyderabad_Shamshbd_H (Telangana),Bangalore_Nelmngla_H (Karnataka),1.5,0.8636363636363636,88,FTL,25.94095
IND852111AAA,IND854335AAA,Simrahi_Bazar_D (Bihar),Narpatganj_Central_DPP_1 (Bihar),1.5,1.0,1,FTL,23.403
IND581402AAA,IND577401AAA,Sirsi_Vidygiri_D (Karnataka),Sagara_Vardhard_D (Karnataka),1.5,0.8518518518518519,27,FTL,28.2815
IND000000ACB,IND474003AAA,Gurgaon_Bilaspur_HB (Haryana),Gwalior_HrihrNgr_I (Madhya Pradesh),1.5,0.6923076923076923,13,FTL,32.3621
IND560043AAC,IND560099AAB,HBR Layout PC (Karnataka),Bengaluru_Bomsndra_HB (Karnataka),1.5,0.5490196078431373,51,Carting,11.2638
IND000000ACB,IND411033AAA,Gurgaon_Bilaspur_HB (Haryana),Pune_Tathawde_H (Maharashtra),1.5,0.7352555701179554,763,FTL,25.4948
IND000000ACB,IND751002AAB,Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1.5,0.7901907356948229,734,FTL,28.744300000000003
IND722202AAA,IND722101AAC,Barjora_Central_DPP_1 (West Bengal),Bankura_BhowmDPP_D (West Bengal),1.5,1.0,9,Carting,10.3627
IND000000ACB,IND110052AAA,Gurgaon_Bilaspur_HB (Haryana),Delhi_Wazirpur_L (Delhi),1.5,0.7857142857142857,14,Carting,9.8728
IND493118AAC,IND495334AAB,Bhatpara_TrengaRD_D (Chhattisgarh),Mungeli_Panderia_D (Chhattisgarh),1.5,0.975,40,Carting,9.6693
IND411021AAA,IND411033AAA,PNQ Pashan DPC (Maharashtra),Pune_Tathawde_H (Maharashtra),1.5,0.6666666666666666,27,Carting,10.5226
IND521225AAB,IND521185AAA,Vijayawada_Rynapadu_H (Andhra Pradesh),Nandigama_Chndrlpd_D (Andhra Pradesh),1.5,1.0,6,Carting,9.95025
IND000000ACB,IND521225AAB,Gurgaon_Bilaspur_HB (Haryana),Vijayawada_Rynapadu_H (Andhra Pradesh),1.5,0.8006535947712419,306,FTL,27.46555
IND000000ACB,IND328001AAA,Gurgaon_Bilaspur_HB (Haryana),Dholpur_GtRoad_D (Rajasthan),1.5,0.76,50,FTL,25.11545
IND000000ACT,IND000000ACB,Delhi_Gateway_HB (Delhi),Gurgaon_Bilaspur_HB (Haryana),1.5,0.7891156462585034,147,Carting,9.7806
IND560058AAB,IND560060AAB,Bengaluru_Peenya_IP (Karnataka),Bengaluru_Kengeri_IP (Karnataka),1.5,0.8095238095238095,63,Carting,10.1342
IND411033AAA,IND000000ACB,Pune_Tathawde_H (Maharashtra),Gurgaon_Bilaspur_HB (Haryana),1.5,0.7297297297297297,666,FTL,26.066300000000002
IND560078AAC,IND562132AAA,BLR_JPNagar_Pc (Karnataka),Bangalore_Nelmngla_H (Karnataka),1.5,0.6046511627906976,43,Carting,12.6015
IND000000ACB,IND110037AAK,Gurgaon_Bilaspur_HB (Haryana),Delhi_Kapshera_L (Delhi),1.5,0.7924528301886793,106,Carting,10.20955
IND501359AAE,IND501141AAA,Hyderabad_Shamshbd_H (Telangana),Tandur_SnthiNGR_D (Telangana),1.5,0.8285714285714286,70,Carting,10.60665
IND424101AAA,IND431103AAA,Chalisgaon_BhadgDPP_D (Maharashtra),Kannad_KolheDPP_D (Maharashtra),1.5,0.6666666666666666,3,Carting,8.78
IND209304AAA,IND209206AAB,Kanpur_Central_H_6 (Uttar Pradesh),Ghatampur_StatinRD_D (Uttar Pradesh),1.5,0.6818181818181818,44,Carting,10.1113
IND000000AEL,IND000000ACB,Delhi_PunjabiB_L (Delhi),Gurgaon_Bilaspur_HB (Haryana),1.5,0.6888888888888889,90,Carting,10.824550000000002
IND585211AAA,IND585222AAA,Chittapur_GlbrgaRD_D (Karnataka),Sedam_DBRCmplx_D (Karnataka),1.5,0.9696969696969697,33,Carting,10.1164
IND606105AAA,IND606201AAC,Pennadam_EastmnRD_D (Tamil Nadu),Chinnasalem_VkotRoad_D (Tamil Nadu),1.5,0.5892857142857143,56,Carting,10.6497
IND501359AAE,IND523002AAA,Hyderabad_Shamshbd_H (Telangana),Ongole_SubhVRTL_I (Andhra Pradesh),1.5,0.7552447552447552,143,FTL,28.111
IND312001AAA,IND311001AAA,Chittaurgarh_DC (Rajasthan),Bhilwara_DC (Rajasthan),1.5,0.8717948717948718,39,FTL,22.4176
IND577535AAC,IND577522AAA,Molakalmuru_KnsgraRD_D (Karnataka),Challakere_Shivangr_D (Karnataka),1.5,0.7692307692307693,26,FTL,24.828
IND742147AAA,IND742137AAA,Khargram_BoiDPP_D (West Bengal),Kandi_DohalDPP_D (West Bengal),1.5,1.0,5,Carting,13.0505
IND184104AAA,IND160002AAC,Kathua_BOB_D (Jammu & Kashmir),Chandigarh_Mehmdpur_H (Punjab),1.5,0.8571428571428571,35,FTL,23.3914
IND327001AAB,IND312605AAB,Banswara_KhandDPP_D (Rajasthan),Pratapgarh_Nimachrd_D (Rajasthan),1.5,1.0,3,FTL,34.6545
IND585222AAA,IND585211AAA,Sedam_DBRCmplx_D (Karnataka),Chittapur_GlbrgaRD_D (Karnataka),1.5,0.5454545454545454,11,Carting,10.0599
IND411033AAA,IND562132AAA,Pune_Tathawde_H (Maharashtra),Bangalore_Nelmngla_H (Karnataka),1.5,0.8195266272189349,338,FTL,24.41085
IND507117AAB,IND507303AAA,Manuguru_AskNagar_D (Telangana),Sathupally_VidyaNGR_D (Telangana),1.5,0.625,48,FTL,32.89775
IND508206AAA,IND507159AAA,Kodad_VidyaNgr_D (Telangana),Kusumnchi_SKRoad_D (Telangana),1.5,0.7368421052631579,19,FTL,31.2497
IND395023AAA,IND562132AAA,Surat_HUB (Gujarat),Bangalore_Nelmngla_H (Karnataka),1.5,0.8369230769230769,650,FTL,25.3159
IND691574AAA,IND695614AAA,Kalluvathukal_Pariplly_D (Kerala),Kilimanoor_Krvnkuzy_D (Kerala),1.5,1.0,28,Carting,11.3104
IND403726AAB,IND403601AAA,Goa_ZuariNgr_IP (Goa),Goa_Margao_Dc (Goa),1.5,0.8,10,Carting,8.10465
IND160002AAC,IND562132AAA,Chandigarh_Mehmdpur_H (Punjab),Bangalore_Nelmngla_H (Karnataka),1.5,0.8641975308641975,81,FTL,27.6192
IND516269AAA,IND516390AAA,Rayachoti_Madnpali_D (Andhra Pradesh),Pulivendula_RTCStand_D (Andhra Pradesh),1.5,0.9722222222222222,36,FTL,24.5417
IND781022AAA,IND781018AAB,Guwahati_Sixmile (Assam),Guwahati_Hub (Assam),1.5,0.6,20,Carting,17.54055
IND515671AAA,IND515134AAA,Dharmavram_SaiNgr_D (Andhra Pradesh),Puttaprthi_Gokulam_D (Andhra Pradesh),1.5,1.0,14,FTL,18.772850000000002
IND403726AAA,IND411033AAA,Goa_Hub (Goa),Pune_Tathawde_H (Maharashtra),1.5,0.7903930131004366,229,FTL,24.8786
IND160002AAC,IND184104AAA,Chandigarh_Mehmdpur_H (Punjab),Kathua_BOB_D (Jammu & Kashmir),1.5,0.7333333333333333,60,FTL,23.60405
IND501359AAE,IND509358AAA,Hyderabad_Shamshbd_H (Telangana),Kadthal_GndhiDPP_D (Telangana),1.5,0.9583333333333334,24,FTL,18.28115
IND341001AAC,IND341303AAA,Nagaur_KisanCo_D (Rajasthan),Didwana_KatlaDPP_D (Rajasthan),1.4991304347826087,0.9375,16,FTL,24.9144
IND695609AAA,IND695012AAA,Pangodu_Central_D_1 (Kerala),Trivandrum_Mnanthla_H (Kerala),1.4949494949494948,1.0,6,Carting,11.5849
IND396001AAA,IND395023AAD,Valsad_DC (Gujarat),Surat_Central_I_4 (Gujarat),1.492063492063492,0.8333333333333334,30,Carting,13.1763
IND480334AAA,IND480106AAA,Pandhurna_Mataward_D (Madhya Pradesh),Sausar_Central_DPP_1 (Madhya Pradesh),1.4907407407407407,1.0,28,FTL,19.6117
IND560099AAB,IND560078AAC,Bengaluru_Bomsndra_HB (Karnataka),BLR_JPNagar_Pc (Karnataka),1.4907407407407407,0.6904761904761905,42,Carting,13.6395
IND508377AAB,IND501359AAE,Haliya_PeroorRD_D (Telangana),Hyderabad_Shamshbd_H (Telangana),1.4891304347826086,0.6956521739130435,46,FTL,30.4347
IND184121AAA,IND181152AAA,Samba_Wardno13_D (Jammu & Kashmir),Jammu_TrnptNgr_L (Jammu & Kashmir),1.4871794871794872,1.0,2,FTL,18.36795
IND221303AAA,IND231001AAA,Gopiganj_Wardno13_D (Uttar Pradesh),Mirzapur_JangiRd_D (Uttar Pradesh),1.4864130434782608,1.0,2,FTL,29.27005
